,Unnamed: 0,Transaction_ID,Customer_ID,Transaction_Amount (in Million),Transaction_Time,Transaction_Date,Transaction_Type,Merchant_Category,Transaction_Location,Customer_Home_Location,Distance_From_Home,IP_Address,Card_Type,Account_Balance (in Million),Daily_Transaction_Count,Weekly_Transaction_Count,Avg_Transaction_Amount (in Million),Max_Transaction_Last_24h (in Million),Is_International_Transaction,Is_New_Merchant,Failed_Transaction_Count,Unusual_Time_Transaction,Previous_Fraud_Count,Is_Fraud,Transaction_Hour,Time_Diff,Min_Since_Last_Tx,Transactions_Today,Customer_Hist_Avg,Spend_to_Avg_Ratio,Customer_Hist_Max,Is_New_Spend_Record
47833,47963,328755.0,90040.0,4.0,1900-01-01 01:44:00,2025-01-27,ATM,Restaurant,Multan,Multan,574.0,26.159.57.44,Debit,3.0,3.0,10.0,4.0,9.0,0,1,0.0,1,1.0,0,1,,999.0,1,4.0,0.99999999975,4.0,1
4750,4769,723171.0,90041.0,8.0,1900-01-01 05:41:00,2025-01-18,POS,Restaurant,Multan,Faisalabad,371.0,64.190.31.8,Credit,27.0,2.0,19.0,3.0,8.0,1,1,0.0,1,0.0,0,5,,999.0,1,8.0,0.999999999875,8.0,1
18682,18748,762752.0,90048.0,9.0,1900-01-01 09:27:00,2025-02-27,Online,Electronics,Bangkok,Karachi,431.0,230.33.232.29,Credit,37.0,5.0,4.0,4.0,6.0,1,1,2.0,1,1.0,0,9,,999.0,1,9.0,0.9999999998888889,9.0,1
38844,38961,121618.0,90053.0,6.0,1900-01-01 13:46:00,2025-04-29,ATM,Restaurant,Kuala Lumpur,Multan,107.0,152.189.57.105,Credit,16.0,3.0,15.0,3.0,7.0,1,1,1.0,1,1.0,0,13,,999.0,1,6.0,0.9999999998333333,6.0,1
7099,7131,593955.0,90054.0,3.0,1900-01-01 14:13:00,2025-04-19,ATM,Grocery,Singapore,Karachi,61.0,216.165.201.142,Credit,8.0,1.0,19.0,4.0,8.0,0,0,0.0,1,0.0,0,14,,999.0,1,3.0,0.9999999996666666,3.0,1
33898,34002,553691.0,90057.0,9.0,1900-01-01 08:55:00,2025-01-31,POS,Clothing,Dubai,Islamabad,97.0,179.247.210.241,Debit,3.0,3.0,22.0,4.0,6.0,1,1,1.0,1,0.0,0,8,,999.0,1,9.0,0.9999999998888889,9.0,1
46434,46563,276416.0,90057.0,7.0,1900-01-01 22:50:00,2025-04-07,Online,Electronics,Multan,Karachi,583.0,102.110.13.58,Credit,31.0,6.0,18.0,3.0,4.0,0,1,0.0,0,1.0,0,22,0 days 13:55:00,835.0,1,8.0,0.874999999890625,9.0,0
15315,15370,707400.0,90061.0,9.0,1900-01-01 18:46:00,2025-04-30,Online,Restaurant,Faisalabad,Faisalabad,233.0,244.16.210.103,Credit,27.0,1.0,6.0,2.0,1.0,0,1,2.0,0,0.0,0,18,,999.0,1,9.0,0.9999999998888889,9.0,1
12324,12372,446077.0,90063.0,5.0,1900-01-01 13:08:00,2025-01-17,Online,ATM,Bangkok,Islamabad,520.0,128.69.45.143,Credit,39.0,1.0,18.0,1.0,9.0,1,1,0.0,1,0.0,0,13,,999.0,1,5.0,0.9999999998,5.0,1
32296,32396,469655.0,90063.0,2.0,1900-01-01 07:46:00,2025-03-23,ATM,ATM,Singapore,Islamabad,65.0,100.153.95.245,Credit,14.0,1.0,15.0,1.0,5.0,1,0,0.0,0,1.0,0,7,-1 days +18:38:00,-322.0,1,3.5,0.5714285712653061,5.0,0
35829,35941,919720.0,90064.0,7.0,1900-01-01 05:02:00,2025-01-09,ATM,Clothing,London,Islamabad,98.0,101.40.247.142,Debit,36.0,4.0,15.0,4.0,5.0,1,0,1.0,1,0.0,0,5,,999.0,1,7.0,0.9999999998571428,7.0,1
39010,39127,104476.0,90064.0,8.0,1900-01-01 15:07:00,2025-04-13,Online,Fuel,Lahore,Lahore,258.0,102.245.218.192,Debit,17.0,3.0,10.0,3.0,4.0,0,0,2.0,0,0.0,0,15,0 days 10:05:00,605.0,1,7.5,1.0666666665244444,8.0,1
1359,1363,945049.0,90068.0,3.0,1900-01-01 03:31:00,2025-03-05,POS,Restaurant,Lahore,Karachi,6.0,37.187.104.185,Debit,31.0,4.0,10.0,4.0,8.0,1,0,1.0,0,1.0,0,3,,999.0,1,3.0,0.9999999996666666,3.0,1
41615,41738,408578.0,90069.0,3.0,1900-01-01 23:38:00,2025-01-04,Online,Fuel,London,Islamabad,299.0,225.157.19.151,Credit,9.0,6.0,13.0,4.0,4.0,0,0,0.0,1,1.0,0,23,,999.0,1,3.0,0.9999999996666666,3.0,1
44082,44209,766901.0,90069.0,2.0,1900-01-01 09:02:00,2025-01-10,POS,Grocery,Lahore,Karachi,490.0,178.140.131.145,Debit,38.0,4.0,17.0,2.0,1.0,1,0,0.0,1,0.0,0,9,-1 days +09:24:00,-876.0,1,2.5,0.79999999968,3.0,0
10627,10666,235669.0,90071.0,3.0,1900-01-01 03:32:00,2025-02-10,Online,Restaurant,London,Islamabad,510.0,140.37.108.47,Debit,37.0,4.0,6.0,3.0,6.0,0,1,2.0,1,1.0,0,3,,999.0,1,3.0,0.9999999996666666,3.0,1
42907,43031,687770.0,90072.0,7.0,1900-01-01 02:00:00,2025-03-28,ATM,Fuel,Singapore,Lahore,71.0,247.38.186.135,Credit,37.0,6.0,3.0,4.0,3.0,1,1,0.0,0,0.0,0,2,,999.0,1,7.0,0.9999999998571428,7.0,1
23971,24048,288342.0,90075.0,9.0,1900-01-01 14:43:00,2025-02-08,Online,Restaurant,Faisalabad,Karachi,427.0,164.153.118.136,Credit,30.0,5.0,12.0,2.0,4.0,1,0,0.0,1,1.0,0,14,,999.0,1,9.0,0.9999999998888889,9.0,1
35610,35721,492621.0,90076.0,9.0,1900-01-01 06:16:00,2025-04-02,Online,Fuel,Karachi,Islamabad,276.0,200.236.152.210,Debit,3.0,3.0,12.0,3.0,4.0,1,1,2.0,1,1.0,0,6,,999.0,1,9.0,0.9999999998888889,9.0,1
13977,14029,118845.0,90077.0,6.0,1900-01-01 07:10:00,2025-02-01,ATM,Fuel,Multan,Islamabad,216.0,15.241.224.193,Credit,36.0,5.0,1.0,3.0,1.0,1,0,1.0,1,1.0,0,7,,999.0,1,6.0,0.9999999998333333,6.0,1
33645,33749,900335.0,90078.0,4.0,1900-01-01 18:30:00,2025-02-14,ATM,Grocery,Bangkok,Lahore,16.0,255.180.14.161,Debit,29.0,4.0,22.0,3.0,9.0,0,0,2.0,1,1.0,0,18,,999.0,1,4.0,0.99999999975,4.0,1
47609,47739,239966.0,90081.0,3.0,1900-01-01 02:36:00,2025-01-18,ATM,Electronics,Multan,Karachi,486.0,175.14.16.51,Credit,26.0,7.0,11.0,4.0,1.0,0,1,1.0,1,1.0,0,2,,999.0,1,3.0,0.9999999996666666,3.0,1
3458,3472,158647.0,90083.0,4.0,1900-01-01 00:06:00,2025-01-13,POS,Electronics,Dubai,Multan,191.0,146.43.51.195,Debit,17.0,4.0,3.0,3.0,3.0,0,1,0.0,1,0.0,0,0,,999.0,1,4.0,0.99999999975,4.0,1
22289,22363,364913.0,90083.0,6.0,1900-01-01 02:56:00,2025-02-05,Online,ATM,Faisalabad,Lahore,99.0,199.36.156.237,Credit,26.0,5.0,12.0,5.0,2.0,0,1,1.0,1,1.0,0,2,0 days 02:50:00,170.0,1,5.0,1.19999999976,6.0,1
39632,39753,961938.0,90086.0,1.0,1900-01-01 23:37:00,2025-03-15,ATM,Clothing,Dubai,Faisalabad,587.0,242.115.40.153,Debit,39.0,2.0,7.0,2.0,5.0,0,0,0.0,0,1.0,0,23,,999.0,1,1.0,0.9999999989999999,1.0,1
42431,42555,757562.0,90087.0,2.0,1900-01-01 04:59:00,2025-04-01,POS,Electronics,Multan,Karachi,103.0,14.26.63.92,Debit,9.0,1.0,8.0,5.0,3.0,1,1,2.0,1,1.0,0,4,,999.0,1,2.0,0.9999999995,2.0,1
27537,27622,149748.0,90090.0,8.0,1900-01-01 01:36:00,2025-02-08,Online,ATM,Bangkok,Lahore,489.0,122.208.155.190,Debit,9.0,3.0,19.0,4.0,5.0,1,1,1.0,0,0.0,0,1,,999.0,1,8.0,0.999999999875,8.0,1
37284,37398,730110.0,90090.0,3.0,1900-01-01 23:39:00,2025-02-08,ATM,ATM,Kuala Lumpur,Multan,589.0,36.89.117.207,Credit,30.0,1.0,2.0,4.0,9.0,1,0,0.0,0,1.0,0,23,0 days 22:03:00,1323.0,2,5.5,0.5454545453553719,8.0,0
18556,18622,888574.0,90091.0,8.0,1900-01-01 19:57:00,2025-03-29,Online,Electronics,Lahore,Karachi,444.0,132.233.225.155,Debit,12.0,2.0,3.0,2.0,3.0,0,1,2.0,1,1.0,1,19,,999.0,1,8.0,0.999999999875,8.0,1
15363,15418,333787.0,90093.0,2.0,1900-01-01 10:42:00,2025-03-15,POS,Clothing,Multan,Lahore,410.0,124.135.59.82,Debit,36.0,2.0,7.0,3.0,5.0,0,0,0.0,0,0.0,0,10,,999.0,1,2.0,0.9999999995,2.0,1
47787,47917,311347.0,90095.0,7.0,1900-01-01 05:59:00,2025-04-17,POS,Electronics,Kuala Lumpur,Lahore,139.0,170.150.213.68,Debit,21.0,5.0,3.0,3.0,9.0,0,1,2.0,0,1.0,0,5,,999.0,1,7.0,0.9999999998571428,7.0,1
6406,6433,206270.0,90099.0,8.0,1900-01-01 09:17:00,2025-02-12,ATM,Electronics,London,Lahore,261.0,210.20.53.122,Credit,18.0,6.0,24.0,1.0,8.0,1,1,2.0,1,0.0,0,9,,999.0,1,8.0,0.999999999875,8.0,1
8094,8127,840246.0,90105.0,2.0,1900-01-01 15:12:00,2025-01-10,POS,Clothing,Kuala Lumpur,Karachi,328.0,199.100.209.107,Credit,26.0,1.0,6.0,4.0,5.0,1,1,0.0,1,0.0,0,15,,999.0,1,2.0,0.9999999995,2.0,1
35217,35325,834662.0,90106.0,8.0,1900-01-01 04:29:00,2025-04-03,Online,Clothing,Dubai,Lahore,88.0,164.208.71.198,Debit,33.0,1.0,19.0,3.0,4.0,1,0,2.0,1,1.0,0,4,,999.0,1,8.0,0.999999999875,8.0,1
6832,6862,762028.0,90107.0,6.0,1900-01-01 19:38:00,2025-02-05,POS,Electronics,Faisalabad,Lahore,495.0,59.137.187.115,Credit,26.0,2.0,17.0,5.0,4.0,0,0,1.0,0,1.0,0,19,,999.0,1,6.0,0.9999999998333333,6.0,1
32636,32738,317106.0,90107.0,2.0,1900-01-01 13:55:00,2025-04-06,Online,Grocery,Singapore,Lahore,251.0,135.4.107.102,Debit,7.0,5.0,15.0,2.0,4.0,1,1,0.0,1,0.0,0,13,-1 days +18:17:00,-343.0,1,4.0,0.499999999875,6.0,0
10033,10070,265926.0,90107.0,2.0,1900-01-01 10:03:00,2025-04-21,POS,Grocery,Lahore,Karachi,337.0,28.14.84.31,Debit,3.0,3.0,6.0,3.0,5.0,0,1,0.0,1,1.0,0,10,-1 days +20:08:00,-232.0,1,3.3333333333333335,0.59999999982,6.0,0
47720,47850,695443.0,90108.0,2.0,1900-01-01 11:04:00,2025-04-26,POS,Restaurant,Kuala Lumpur,Lahore,529.0,101.163.193.108,Credit,25.0,4.0,19.0,2.0,5.0,0,1,0.0,0,1.0,0,11,,999.0,1,2.0,0.9999999995,2.0,1
14414,14469,544461.0,90116.0,7.0,1900-01-01 12:32:00,2025-02-10,Online,Grocery,Bangkok,Lahore,361.0,165.119.37.69,Credit,13.0,5.0,12.0,2.0,8.0,0,0,1.0,0,1.0,0,12,,999.0,1,7.0,0.9999999998571428,7.0,1
45001,45129,195597.0,90116.0,2.0,1900-01-01 03:31:00,2025-04-06,POS,Fuel,Kuala Lumpur,Islamabad,304.0,86.160.131.89,Debit,13.0,6.0,13.0,4.0,6.0,1,0,0.0,0,1.0,0,3,-1 days +14:59:00,-541.0,1,4.5,0.444444444345679,7.0,0
10438,10476,257433.0,90116.0,3.0,1900-01-01 15:35:00,2025-04-08,POS,Electronics,Kuala Lumpur,Islamabad,394.0,226.177.86.97,Credit,28.0,1.0,7.0,4.0,7.0,0,1,2.0,1,0.0,0,15,0 days 12:04:00,724.0,1,4.0,0.7499999998125,7.0,0
49597,49731,767603.0,90118.0,9.0,1900-01-01 08:05:00,2025-02-01,Online,Grocery,Faisalabad,Multan,73.0,216.15.57.73,Debit,20.0,5.0,16.0,3.0,1.0,0,0,0.0,1,0.0,0,8,,999.0,1,9.0,0.9999999998888889,9.0,1
42359,42483,679423.0,90118.0,3.0,1900-01-01 07:21:00,2025-03-20,ATM,Electronics,Karachi,Faisalabad,1.0,101.108.233.191,Credit,24.0,3.0,14.0,5.0,2.0,1,0,1.0,0,0.0,0,7,-1 days +23:16:00,-44.0,1,6.0,0.49999999991666666,9.0,0
5921,5945,526507.0,90120.0,5.0,1900-01-01 22:46:00,2025-01-04,POS,Clothing,London,Faisalabad,211.0,162.109.18.88,Debit,31.0,1.0,17.0,1.0,4.0,1,1,0.0,1,0.0,0,22,,999.0,1,5.0,0.9999999998,5.0,1
2414,2424,310185.0,90120.0,8.0,1900-01-01 11:35:00,2025-01-30,POS,Grocery,Islamabad,Multan,557.0,101.16.245.44,Credit,13.0,4.0,16.0,5.0,3.0,1,0,0.0,1,1.0,0,11,-1 days +12:49:00,-671.0,1,6.5,1.2307692305798816,8.0,1
44034,44161,729622.0,90121.0,7.0,1900-01-01 01:44:00,2025-01-14,Online,Restaurant,Singapore,Islamabad,496.0,101.86.203.77,Credit,3.0,1.0,3.0,1.0,3.0,0,1,1.0,1,0.0,0,1,,999.0,1,7.0,0.9999999998571428,7.0,1
35007,35113,928901.0,90127.0,4.0,1900-01-01 15:54:00,2025-03-31,ATM,ATM,Islamabad,Multan,2.0,122.107.168.158,Credit,19.0,1.0,24.0,1.0,8.0,0,0,1.0,0,1.0,0,15,,999.0,1,4.0,0.99999999975,4.0,1
45339,45467,914364.0,90127.0,9.0,1900-01-01 13:33:00,2025-04-18,POS,Fuel,Karachi,Karachi,169.0,132.141.245.179,Credit,5.0,2.0,20.0,1.0,9.0,1,1,1.0,0,0.0,0,13,-1 days +21:39:00,-141.0,1,6.5,1.3846153844023668,9.0,1
9164,9200,857518.0,90127.0,3.0,1900-01-01 10:12:00,2025-04-24,Online,ATM,Singapore,Karachi,130.0,131.201.124.26,Credit,36.0,3.0,18.0,2.0,8.0,1,0,2.0,0,0.0,0,10,-1 days +20:39:00,-201.0,1,5.333333333333333,0.5624999998945313,9.0,0
2814,2825,555813.0,90129.0,9.0,1900-01-01 20:40:00,2025-01-23,POS,Restaurant,London,Karachi,277.0,41.107.3.53,Credit,18.0,2.0,20.0,1.0,6.0,0,1,0.0,0,0.0,0,20,,999.0,1,9.0,0.9999999998888889,9.0,1
15523,15578,709821.0,90130.0,2.0,1900-01-01 09:07:00,2025-03-29,Online,Electronics,Multan,Multan,71.0,25.180.8.250,Debit,35.0,3.0,8.0,2.0,6.0,1,0,2.0,0,1.0,0,9,,999.0,1,2.0,0.9999999995,2.0,1
16105,16163,474298.0,90137.0,9.0,1900-01-01 02:52:00,2025-01-21,Online,Grocery,Multan,Karachi,70.0,166.139.216.138,Credit,3.0,6.0,11.0,4.0,8.0,1,1,2.0,1,1.0,0,2,,999.0,1,9.0,0.9999999998888889,9.0,1
18478,18543,981502.0,90141.0,6.0,1900-01-01 09:23:00,2025-03-13,Online,Clothing,Islamabad,Islamabad,162.0,175.23.251.176,Credit,37.0,5.0,2.0,1.0,6.0,0,0,2.0,1,1.0,0,9,,999.0,1,6.0,0.9999999998333333,6.0,1
3564,3578,240939.0,90146.0,7.0,1900-01-01 03:28:00,2025-02-28,Online,Fuel,Lahore,Faisalabad,401.0,237.74.248.82,Debit,17.0,6.0,17.0,1.0,2.0,1,0,0.0,1,0.0,0,3,,999.0,1,7.0,0.9999999998571428,7.0,1
36356,36468,320418.0,90146.0,4.0,1900-01-01 21:27:00,2025-02-28,ATM,Electronics,London,Karachi,46.0,179.46.74.90,Credit,23.0,6.0,10.0,2.0,4.0,0,1,2.0,0,1.0,0,21,0 days 17:59:00,1079.0,2,5.5,0.7272727271404958,7.0,0
10955,10995,339762.0,90147.0,5.0,1900-01-01 12:27:00,2025-01-17,ATM,Clothing,Islamabad,Faisalabad,31.0,211.132.167.174,Credit,6.0,5.0,4.0,2.0,6.0,1,0,0.0,0,1.0,0,12,,999.0,1,5.0,0.9999999998,5.0,1
34330,34434,790180.0,90148.0,4.0,1900-01-01 07:37:00,2025-01-12,Online,Electronics,Kuala Lumpur,Lahore,20.0,127.70.174.94,Debit,30.0,3.0,13.0,3.0,7.0,0,0,2.0,1,0.0,0,7,,999.0,1,4.0,0.99999999975,4.0,1
34457,34561,211774.0,90150.0,9.0,1900-01-01 19:56:00,2025-03-09,POS,Electronics,Kuala Lumpur,Faisalabad,213.0,99.138.57.74,Debit,4.0,6.0,15.0,4.0,2.0,0,1,2.0,1,1.0,0,19,,999.0,1,9.0,0.9999999998888889,9.0,1
2641,2652,319923.0,90151.0,8.0,1900-01-01 11:56:00,2025-04-16,Online,ATM,Lahore,Multan,75.0,8.160.80.189,Debit,5.0,5.0,22.0,1.0,7.0,0,0,0.0,0,0.0,0,11,,999.0,1,8.0,0.999999999875,8.0,1
35859,35971,629861.0,90156.0,8.0,1900-01-01 05:05:00,2025-01-08,ATM,ATM,London,Islamabad,248.0,97.2.228.204,Credit,27.0,4.0,13.0,2.0,2.0,1,0,0.0,0,0.0,1,5,,999.0,1,8.0,0.999999999875,8.0,1
48821,48952,898496.0,90162.0,8.0,1900-01-01 07:54:00,2025-01-18,POS,ATM,Dubai,Faisalabad,386.0,189.251.216.88,Credit,30.0,1.0,8.0,4.0,7.0,1,1,0.0,1,0.0,0,7,,999.0,1,8.0,0.999999999875,8.0,1
33674,33778,134466.0,90165.0,6.0,1900-01-01 00:48:00,2025-03-04,Online,Restaurant,Islamabad,Karachi,229.0,160.221.254.43,Debit,17.0,3.0,10.0,5.0,5.0,1,0,0.0,0,1.0,0,0,,999.0,1,6.0,0.9999999998333333,6.0,1
1109,1113,495040.0,90167.0,3.0,1900-01-01 13:53:00,2025-01-06,Online,Grocery,Kuala Lumpur,Faisalabad,329.0,241.110.175.139,Credit,16.0,6.0,15.0,2.0,8.0,0,0,0.0,0,1.0,0,13,,999.0,1,3.0,0.9999999996666666,3.0,1
27258,27343,534352.0,90177.0,1.0,1900-01-01 20:52:00,2025-04-30,Online,Fuel,Karachi,Islamabad,264.0,77.180.18.116,Debit,19.0,2.0,19.0,2.0,8.0,1,0,2.0,1,0.0,0,20,,999.0,1,1.0,0.9999999989999999,1.0,1
49050,49181,564446.0,90184.0,9.0,1900-01-01 22:35:00,2025-04-05,ATM,Clothing,Faisalabad,Faisalabad,395.0,20.184.211.232,Debit,12.0,5.0,17.0,4.0,6.0,0,1,2.0,0,1.0,0,22,,999.0,1,9.0,0.9999999998888889,9.0,1
39355,39475,194107.0,90184.0,1.0,1900-01-01 02:55:00,2025-04-16,Online,ATM,Kuala Lumpur,Multan,16.0,19.170.140.148,Credit,32.0,4.0,1.0,2.0,7.0,0,0,2.0,1,1.0,0,2,-1 days +04:20:00,-1180.0,1,5.0,0.19999999996,9.0,0
45352,45480,452205.0,90185.0,4.0,1900-01-01 03:16:00,2025-04-10,POS,Restaurant,Kuala Lumpur,Karachi,276.0,150.12.216.82,Credit,25.0,6.0,22.0,2.0,9.0,1,0,2.0,1,1.0,0,3,,999.0,1,4.0,0.99999999975,4.0,1
26546,26630,589439.0,90190.0,4.0,1900-01-01 11:30:00,2025-01-21,ATM,Clothing,Lahore,Faisalabad,45.0,142.249.185.167,Debit,23.0,6.0,24.0,5.0,3.0,0,1,0.0,0,1.0,0,11,,999.0,1,4.0,0.99999999975,4.0,1
28998,29088,303532.0,90193.0,4.0,1900-01-01 07:48:00,2025-01-07,POS,Clothing,Singapore,Karachi,405.0,190.209.206.86,Credit,29.0,3.0,17.0,5.0,6.0,1,0,0.0,1,0.0,0,7,,999.0,1,4.0,0.99999999975,4.0,1
14543,14598,559974.0,90194.0,6.0,1900-01-01 11:06:00,2025-04-25,POS,Electronics,Kuala Lumpur,Karachi,206.0,188.96.65.6,Credit,39.0,4.0,2.0,5.0,3.0,0,0,1.0,0,1.0,0,11,,999.0,1,6.0,0.9999999998333333,6.0,1
48700,48830,733848.0,90197.0,1.0,1900-01-01 15:01:00,2025-01-16,POS,Clothing,Lahore,Karachi,81.0,230.254.65.234,Debit,24.0,6.0,21.0,4.0,3.0,1,0,1.0,0,0.0,0,15,,999.0,1,1.0,0.9999999989999999,1.0,1
17979,18041,396071.0,90197.0,3.0,1900-01-01 10:36:00,2025-03-01,Online,ATM,Multan,Karachi,92.0,149.8.48.111,Credit,12.0,5.0,17.0,3.0,1.0,1,0,1.0,1,1.0,0,10,-1 days +19:35:00,-265.0,1,2.0,1.49999999925,3.0,1
16327,16385,682257.0,90198.0,3.0,1900-01-01 19:17:00,2025-01-25,POS,Grocery,Islamabad,Faisalabad,103.0,97.218.203.57,Credit,13.0,1.0,1.0,4.0,6.0,1,0,2.0,0,1.0,0,19,,999.0,1,3.0,0.9999999996666666,3.0,1
4254,4270,448135.0,90198.0,9.0,1900-01-01 12:30:00,2025-01-26,ATM,Grocery,Multan,Islamabad,578.0,20.234.153.19,Credit,22.0,4.0,6.0,3.0,1.0,0,1,1.0,1,1.0,0,12,-1 days +17:13:00,-407.0,1,6.0,1.49999999975,9.0,1
39444,39564,192040.0,90199.0,4.0,1900-01-01 04:06:00,2025-01-14,ATM,Grocery,Faisalabad,Faisalabad,78.0,220.134.218.179,Credit,24.0,7.0,20.0,4.0,3.0,1,1,2.0,1,1.0,0,4,,999.0,1,4.0,0.99999999975,4.0,1
6542,6570,298858.0,90200.0,4.0,1900-01-01 06:37:00,2025-03-20,ATM,Fuel,London,Faisalabad,579.0,120.127.174.107,Credit,20.0,4.0,13.0,5.0,8.0,0,1,0.0,0,0.0,0,6,,999.0,1,4.0,0.99999999975,4.0,1
36670,36782,779341.0,90201.0,6.0,1900-01-01 02:37:00,2025-02-13,Online,Electronics,London,Lahore,105.0,169.129.195.249,Credit,7.0,5.0,12.0,2.0,2.0,0,1,1.0,1,1.0,0,2,,999.0,1,6.0,0.9999999998333333,6.0,1
29359,29449,993191.0,90204.0,2.0,1900-01-01 15:42:00,2025-02-21,Online,Electronics,Kuala Lumpur,Multan,304.0,196.213.235.149,Debit,24.0,3.0,13.0,5.0,3.0,0,0,2.0,1,1.0,0,15,,999.0,1,2.0,0.9999999995,2.0,1
20966,21038,179313.0,90205.0,5.0,1900-01-01 19:14:00,2025-04-23,Online,Restaurant,Multan,Karachi,573.0,72.170.57.25,Credit,14.0,2.0,1.0,5.0,6.0,1,0,0.0,0,1.0,0,19,,999.0,1,5.0,0.9999999998,5.0,1
20585,20656,722815.0,90207.0,5.0,1900-01-01 17:08:00,2025-04-20,POS,ATM,Lahore,Lahore,326.0,239.174.59.192,Debit,28.0,4.0,4.0,3.0,2.0,0,1,1.0,0,0.0,0,17,,999.0,1,5.0,0.9999999998,5.0,1
20296,20366,493726.0,90210.0,5.0,1900-01-01 08:30:00,2025-03-21,Online,Fuel,Multan,Karachi,272.0,45.148.128.191,Credit,24.0,4.0,12.0,4.0,2.0,1,1,0.0,0,1.0,0,8,,999.0,1,5.0,0.9999999998,5.0,1
21122,21194,389344.0,90212.0,1.0,1900-01-01 08:09:00,2025-01-13,POS,Grocery,Faisalabad,Faisalabad,49.0,37.153.201.143,Debit,13.0,5.0,3.0,3.0,3.0,1,1,1.0,1,0.0,0,8,,999.0,1,1.0,0.9999999989999999,1.0,1
36576,36688,482395.0,90215.0,6.0,1900-01-01 14:14:00,2025-04-01,ATM,Electronics,Islamabad,Multan,446.0,34.91.20.163,Credit,20.0,4.0,6.0,2.0,8.0,0,0,1.0,0,1.0,0,14,,999.0,1,6.0,0.9999999998333333,6.0,1
45959,46087,730992.0,90216.0,2.0,1900-01-01 13:55:00,2025-02-20,Online,Restaurant,Islamabad,Karachi,316.0,165.20.24.62,Debit,7.0,2.0,13.0,3.0,8.0,1,1,2.0,1,0.0,0,13,,999.0,1,2.0,0.9999999995,2.0,1
26233,26316,987649.0,90218.0,2.0,1900-01-01 22:38:00,2025-04-01,Online,Fuel,Dubai,Faisalabad,275.0,215.188.121.184,Debit,35.0,5.0,11.0,5.0,4.0,0,1,0.0,0,1.0,0,22,,999.0,1,2.0,0.9999999995,2.0,1
41653,41777,152623.0,90219.0,4.0,1900-01-01 11:48:00,2025-01-04,POS,Grocery,Faisalabad,Multan,95.0,133.92.211.185,Debit,7.0,4.0,1.0,3.0,3.0,1,0,1.0,0,1.0,0,11,,999.0,1,4.0,0.99999999975,4.0,1
43253,43378,890071.0,90219.0,5.0,1900-01-01 09:08:00,2025-02-11,POS,Grocery,Bangkok,Islamabad,68.0,37.81.86.185,Credit,11.0,2.0,24.0,4.0,9.0,1,0,1.0,1,1.0,0,9,-1 days +21:20:00,-160.0,1,4.5,1.1111111108641976,5.0,1
23537,23614,513240.0,90220.0,5.0,1900-01-01 14:07:00,2025-03-02,Online,Restaurant,Kuala Lumpur,Islamabad,202.0,108.169.127.118,Credit,16.0,2.0,19.0,2.0,8.0,1,1,2.0,0,0.0,0,14,,999.0,1,5.0,0.9999999998,5.0,1
1763,1769,729424.0,90220.0,1.0,1900-01-01 17:21:00,2025-03-25,Online,Grocery,Dubai,Karachi,230.0,233.180.119.90,Debit,3.0,4.0,11.0,1.0,1.0,0,0,0.0,1,1.0,0,17,0 days 03:14:00,194.0,1,3.0,0.3333333332222222,5.0,0
19825,19895,667587.0,90223.0,9.0,1900-01-01 23:02:00,2025-01-21,Online,Clothing,Dubai,Karachi,48.0,172.6.174.150,Credit,22.0,7.0,7.0,4.0,7.0,1,0,2.0,0,0.0,0,23,,999.0,1,9.0,0.9999999998888889,9.0,1
41483,41606,509151.0,90224.0,4.0,1900-01-01 12:48:00,2025-01-28,POS,Fuel,Karachi,Lahore,154.0,51.17.236.69,Credit,14.0,4.0,22.0,3.0,8.0,0,1,0.0,1,0.0,0,12,,999.0,1,4.0,0.99999999975,4.0,1
21731,21803,595487.0,90224.0,6.0,1900-01-01 13:57:00,2025-03-22,POS,Grocery,Bangkok,Lahore,413.0,247.63.230.54,Debit,21.0,4.0,23.0,3.0,9.0,1,1,0.0,0,1.0,0,13,0 days 01:09:00,69.0,1,5.0,1.19999999976,6.0,1
17920,17982,828228.0,90225.0,1.0,1900-01-01 17:47:00,2025-01-22,POS,ATM,Kuala Lumpur,Lahore,47.0,21.252.57.185,Debit,26.0,2.0,13.0,1.0,8.0,0,0,2.0,0,1.0,0,17,,999.0,1,1.0,0.9999999989999999,1.0,1
30318,30412,359652.0,90227.0,8.0,1900-01-01 02:21:00,2025-03-15,ATM,ATM,Dubai,Lahore,210.0,246.11.221.143,Debit,34.0,7.0,6.0,2.0,9.0,0,0,0.0,0,0.0,0,2,,999.0,1,8.0,0.999999999875,8.0,1
42652,42776,317413.0,90228.0,9.0,1900-01-01 16:10:00,2025-02-07,ATM,Restaurant,Faisalabad,Islamabad,373.0,102.97.245.126,Credit,9.0,4.0,23.0,5.0,5.0,0,0,0.0,0,0.0,0,16,,999.0,1,9.0,0.9999999998888889,9.0,1
26306,26389,297685.0,90229.0,4.0,1900-01-01 18:17:00,2025-04-08,ATM,ATM,London,Islamabad,256.0,244.2.13.148,Credit,14.0,1.0,3.0,5.0,2.0,1,1,1.0,1,1.0,0,18,,999.0,1,4.0,0.99999999975,4.0,1
29691,29782,218148.0,90231.0,7.0,1900-01-01 22:49:00,2025-02-23,POS,Restaurant,Islamabad,Islamabad,407.0,60.176.84.214,Debit,8.0,3.0,2.0,5.0,6.0,1,1,1.0,0,1.0,0,22,,999.0,1,7.0,0.9999999998571428,7.0,1
